index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
93,33202250,Vesicle Tethering on the Surface of Phase-Separated Active Zone Condensates.,Vesicle tethering on the surface of phase-separated active zone condensates,"X WU,M GANZELLA,J ZHOU,S ZHU,R JAHN,M ZHANG",12025372885188999067,High
94,31644917,"Myosin VII, USH1C, and ANKS4B or USH1G Together Form Condensed Molecular Assembly via Liquid-Liquid Phase Separation.","Myosin VII, USH1C, and ANKS4B or USH1G together form condensed molecular assembly via liquid-liquid phase separation","Y HE,J LI,M ZHANG",17685608221210433666,High
95,32068252,SynGAP splice variants display heterogeneous spatio-temporal expression and subcellular distribution in the developing mammalian brain.,SynGAP splice variants display heterogeneous spatio‐temporal expression and subcellular distribution in the developing mammalian brain,"G GOU,A ROCA-FERNANDEZ,M KILINC,E SERRANO,R REIG-VIADER,Y ARAKI,RL HUGANIR,C DE QUINTANA-SCHMIDT,G RUMBAUGH,À BAYÉS",10637853401949117110,High
96,31416160,PML Bodies in Mitosis.,PML bodies in mitosis,"A LÅNG,E LÅNG,SO BØE",17370927285521050818,High
97,29126185,Corticotropin-Releasing Hormone Suppresses Synapse Formation in the Hippocampus of Male Rats via Inhibition of CXCL5 Secretion by Glia.,Corticotropin-releasing hormone suppresses synapse formation in the hippocampus of male rats via inhibition of CXCL5 secretion by glia,"Y ZHANG,Y ZHENG,Y XU,H SHENG,X NI",7846636319352975232,High
98,33127869,Correction: Phase separation drives decision making in cell division.,Phase separation drives decision making in cell division,"X LIU,H WANG,Z DOU,K RUAN,DL HILL,L LI,Y SHI,X YAO",12530045951565987293,High
99,31914616,Liquid-liquid phase separation and fibrillation of the prion protein modulated by a high-affinity DNA aptamer.,Liquid‐liquid phase separation and fibrillation of the prion protein modulated by a high‐affinity DNA aptamer,"CO MATOS,YM PASSOS,MJ DO AMARAL,B MACEDO,MH TEMPONE,OCL BEZERRA,MO MORAES,MS ALMEIDA,G WEBER,S MISSAILIDIS,JL SILVA,VN UVERSKY,AS PINHEIRO,Y CORDEIRO",6413695291497971658,High
100,32553946,"Scaffolding proteins of vertebrate apical junctions: structure, functions and biophysics.","Scaffolding proteins of vertebrate apical junctions: structure, functions and biophysics","F ROUAUD,S SLUYSMANS,A FLINOIS,J SHAH,E VASILEVA,S CITI",10633220018805289903,High
101,30849620,Shanks - multidomain molecular scaffolds of the postsynaptic density.,Shanks—multidomain molecular scaffolds of the postsynaptic density,P KURSULA,12465675573741506264,High
102,32780989,GIT/PIX Condensates Are Modular and Ideal for Distinct Compartmentalized Cell Signaling.,GIT/PIX condensates are modular and ideal for distinct compartmentalized cell signaling,"J ZHU,Q ZHOU,Y XIA,L LIN,J LI,M PENG,R ZHANG,M ZHANG",2165987180810092471,High
103,33017669,From start to end: Phase separation and transcriptional regulation.,From start to end: phase separation and transcriptional regulation,"L PENG,EM LI,LY XU",4606243356508211189,High
104,30634048,From membrane receptors to protein synthesis and actin cytoskeleton: Mechanisms underlying long lasting forms of synaptic plasticity.,From membrane receptors to protein synthesis and actin cytoskeleton: mechanisms underlying long lasting forms of synaptic plasticity,"J JĘDRZEJEWSKA-SZMEK,KT BLACKWELL",9223872481950740451,High
105,31599693,Phosphorylation of nephrin induces phase separated domains that move through actomyosin contraction.,Phosphorylation of nephrin induces phase separated domains that move through actomyosin contraction,"S KIM,JM KALAPPURAKKAL,S MAYOR,MK ROSEN",15852195278254102049,High
106,,,Phosphorylation triggers presynaptic phase separation of Liprin-α3 to control active zone structure,,15340851603763578576,None
107,32413399,Tau-mediated dysregulation of RNA: Evidence for a common molecular mechanism of toxicity in frontotemporal dementia and other tauopathies.,Tau-mediated dysregulation of RNA: Evidence for a common molecular mechanism of toxicity in frontotemporal dementia and other tauopathies,"SA KOREN,S GALVIS-ESCOBAR,JF ABISAMBRA",482842096471938132,High
108,32461254,Phase-separated condensate-aided enrichment of biomolecular interactions for high-throughput drug screening in test tubes.,Phase-separated condensate-aided enrichment of biomolecular interactions for high-throughput drug screening in test tubes,"M ZHOU,W LI,J LI,L XIE,R WU,L WANG,S FU,W SU,J HU,J WANG,P LI",15200430582537981297,High
109,33301645,Roles of type IIa receptor protein tyrosine phosphatases as synaptic organizers.,Roles of type IIa receptor protein tyrosine phosphatases as synaptic organizers,"S FUKAI,T YOSHIDA",1654232962370694559,High
110,32343131,Phase-Separated Multienzyme Biosynthesis.,Phase-separated multienzyme biosynthesis,"M LIU,S HE,L CHENG,J QU,J XIA",12609500688687009400,High
111,32929026,Supertertiary protein structure affects an allosteric network.,Supertertiary protein structure affects an allosteric network,"L LAURSEN,J KLICHE,S GIANNI,P JEMTH",10679342261417084127,High
112,,,Functional interplay between protein domains in a supramodular structure involving the postsynaptic density protein PSD-95,,8752013415095415290,None
113,32130656,PSD-93 Interacts with SynGAP and Promotes SynGAP Ubiquitination and Ischemic Brain Injury in Mice.,PSD-93 interacts with SynGAP and promotes SynGAP ubiquitination and ischemic brain injury in mice,"Q ZHANG,H YANG,H GAO,X LIU,Q LI,R RONG,Z LIU,XE WEI,L KONG,Y XU,L RONG",13308130138370690514,High
114,31636951,Regulation of zebrafish dorsoventral patterning by phase separation of RNA-binding protein Rbm14.,Regulation of zebrafish dorsoventral patterning by phase separation of RNA-binding protein Rbm14,"Y XIAO,J CHEN,Y WAN,Q GAO,N JING,Y ZHENG,X ZHU",7278495143419596414,High
115,28718621,Illuminating the Cell's Biochemical Activity Architecture.,Illuminating the cell's biochemical activity architecture,"S MEHTA,J ZHANG",10663438815937392086,High
116,,,Splicing at the phase-separated nuclear speckle interface: a model,,15008856305500382462,None
117,32853565,Phosphofructokinase relocalizes into subcellular compartments with liquid-like properties in vivo.,The glycolytic protein phosphofructokinase dynamically relocalizes into subcellular compartments with liquid-like properties in vivo,"S JANG,Z XUAN,RC LAGOY,LM JAWERTH,IJ GONZALEZ,M SINGH,S PRASHAD,HS KIM,A PATEL,DR ALBRECHT,AA HYMAN,DA COLÓN-RAMOS",17542825304631767657,High
118,33472825,Liquid-Liquid Phase Separation in Physiology and Pathophysiology of the Nervous System.,Liquid-liquid phase separation in physiology and pathophysiology of the nervous system,"Y HAYASHI,LK FORD,L FIORITI,L MCGURK,M ZHANG",12695985673757243100,High
119,32464691,"The C-terminal domains of the NMDA receptor: How intrinsically disordered tails affect signalling, plasticity and disease.","The C‐terminal domains of the NMDA receptor: How intrinsically disordered tails affect signalling, plasticity and disease","XL WARNET,H BAKKE KROG,OG SEVILLANO-QUISPE,H POULSEN,M KJAERGAARD",11259172058808850473,High
120,,,The effects of cosolutes and crowding on the kinetics of protein condensate formation based on liquid–liquid phase separation: a pressure-jump relaxation …,,4599964025370000795,None
121,32853565,Phosphofructokinase relocalizes into subcellular compartments with liquid-like properties in vivo.,Phosphofructokinase relocalizes into subcellular compartments with liquid-like properties in vivo,"S JANG,Z XUAN,RC LAGOY,LM JAWERTH,IJ GONZALEZ,M SINGH,S PRASHAD,HS KIM,A PATEL,DR ALBRECHT,AA HYMAN,DA COLÓN-RAMOS",5617138828377989819,High
122,33093672,Cell-cell interfaces as specialized compartments directing cell function.,Cell–cell interfaces as specialized compartments directing cell function,"B BELARDI,S SON,JH FELCE,ML DUSTIN,DA FLETCHER",12945867948197896371,High
123,32135192,Probing Surfaces in Dynamic Protein Interactions.,Probing Surfaces in Dynamic Protein Interactions,"E SPREITZER,S USLUER,T MADL",518979663324886557,High
124,33096206,"Regulation of actin dynamics in dendritic spines: Nanostructure, molecular mobility, and signaling mechanisms.","Regulation of actin dynamics in dendritic spines: Nanostructure, molecular mobility, and signaling mechanisms",S OKABE,4347169510333764200,High
125,31910298,Pressure Sensitivity of SynGAP/PSD-95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications.,Pressure Sensitivity of SynGAP/PSD‐95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications,"H CINAR,R OLIVA,YH LIN,X CHEN,M ZHANG,HS CHAN,R WINTER",1633844401782437634,High
126,31617345,Phase Separation in Asymmetric Cell Division.,Phase separation in asymmetric cell division,W WEN,6202012085279254546,High
127,33635901,Correction: Social isolation in rats: Effects on animal welfare and molecular markers for neuroplasticity.,Social isolation in rats: Effects on animal welfare and molecular markers for neuroplasticity,"V BEGNI,A SANSON,N PFEIFFER,C BRANDWEIN,D INTA,SR TALBOT,MA RIVA,P GASS,AS MALLIEN",9480634903648612304,High
128,,,Liquid-liquid phase separation and biomolecular condensates,,12061798953079773076,None
129,34314857,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders.,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders,"HL ZIEGER,D CHOQUET",9846538415147152231,High
130,32652058,The Dual PDZ Domain from Postsynaptic Density Protein 95 Forms a Scaffold with Peptide Ligand.,The dual PDZ domain from Postsynaptic density protein 95 forms a scaffold with peptide ligand,"NA RODZLI,MP LOCKHART-CAIRNS,CW LEVY,J CHIPPERFIELD,L BIRD,C BALDOCK,SM PRINCE",2968521502154498551,High
131,34334791,Liquid-liquid phase separation in human health and diseases.,Liquid–liquid phase separation in human health and diseases,"B WANG,L ZHANG,T DAI,Z QIN,H LU,L ZHANG,F ZHOU",15352371410856026011,High
132,31914616,Liquid-liquid phase separation and fibrillation of the prion protein modulated by a high-affinity DNA aptamer.,Liquid-liquid phase separation and aggregation of the prion protein globular domain modulated by a high-affinity DNA aptamer,"CO MATOS,YM PASSOS,MJ DO AMARAL,B MACEDO,MH TEMPONE,OCL BEZERRA,MO MORAES,MS ALMEIDA,G WEBER,S MISSAILIDIS,JL SILVA,VN UVERSKY,AS PINHEIRO,Y CORDEIRO",6819112516008397991,High
133,33760045,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2.,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2,"V SCOCA,F DI NUNZIO",5732431678096975165,High
134,33144560,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation.,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation,"K HONG,D SONG,Y JUNG",6339083748405744636,High
135,32096048,Liquid-Liquid Phase Separation of Tau Protein in Neurobiology and Pathology.,Liquid-liquid phase separation of tau protein in neurobiology and pathology,S WEGMANN,6633196992816223515,High
136,31595953,Inherited and Sporadic Amyotrophic Lateral Sclerosis and Fronto-Temporal Lobar Degenerations arising from Pathological Condensates of Phase Separating Proteins.,Inherited and sporadic amyotrophic lateral sclerosis and fronto-temporal lobar degenerations arising from pathological condensates of phase separating proteins,"M FERNANDOPULLE,G WANG,J NIXON-ABELL,S QAMAR,V BALAJI,R MORIHARA,PH ST GEORGE-HYSLOP",1380689510340094701,High
137,33397806,LGI1-ADAM22-MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention.,LGI1–ADAM22–MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention,"Y FUKATA,X CHEN,S CHIKEN,Y HIRANO,A YAMAGATA,H INAHASHI,M SANBO,H SANO,T GOTO,M HIRABAYASHI,HC KORNAU,H PRÜSS,A NAMBU,S FUKAI,RA NICOLL,M FUKATA",6843066270940391214,High
138,33049214,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios.,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios,"SK GOETZ,J MAHAMID",9883210210050312403,High
139,30086987,A Presynaptic Liquid Phase Unlocks the Vesicle Cluster.,A presynaptic liquid phase unlocks the vesicle cluster,"SSH WANG,PS KAESER",10585283839342584571,High
140,27955862,Liquid Phase Transition in the Postsynaptic Density?,Liquid Phase Transition in the Postsynaptic Density?,"MB KENNEDY,TL MASTRO",4005049760492103278,High
141,33732907,Structural properties and peptide ligand binding of the capsid homology domains of human Arc.,Structural properties and peptide ligand binding of the capsid homology domains of human Arc,"EI HALLIN,CR BRAMHAM,P KURSULA",16985093862861825560,High
142,29913061,The Protein Biochemistry of the Postsynaptic Density in Glutamatergic Synapses Mediates Learning in Neural Networks.,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB KENNEDY,12432827055438822050,High
143,33267475,Occurrence of Ordered and Disordered Structural Elements in Postsynaptic Proteins Supports Optimization for Interaction Diversity.,Occurrence of ordered and disordered structural elements in postsynaptic proteins supports optimization for interaction diversity,"A KISS-TÓTH,L DOBSON,B PÉTERFIA,AF ÁNGYÁN,B LIGETI,G LUKÁCS,Z GÁSPÁRI",13640630168162701334,High
144,33927400,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation.,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation,"T HOSOKAWA,PW LIU,Q CAI,JS FERREIRA,F LEVET,C BUTLER,JB SIBARITA,D CHOQUET,L GROC,E HOSY,M ZHANG,Y HAYASHI",2041437765863182719,High
145,33613257,Cyfip1 Regulates SynGAP1 at Hippocampal Synapses.,Cyfip1 regulates SynGAP1 at hippocampal synapses,"A SAHASRABUDHE,F BEGUM,CA GUEVARA,C MORRISON,K HSIAO,N KEZUNOVIC,O BOZDAGI-GUNAL,DL BENSON",9674448915992475297,High
146,30910772,Proteome-Scale Mapping of Perturbed Proteostasis in Living Cells.,Proteome-scale mapping of perturbed proteostasis in living cells,"I LAM,E HALLACLI,V KHURANA",13585080230320106258,High
147,34308971,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly.,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly,"X JIANG,DBT HO,K MAHE,J MIA,G SEPULVEDA,M ANTKOWIAK,L JIANG,S YAMADA,LE JAO",12949285020491831513,High
148,,,How the dual PDZ domain from Postsynaptic density protein 95 clusters ion channels and receptors,,8164262200976226682,None
149,34377363,"Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators.","Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators","F ORTI,AM NAVARRO,A RABINOVICH,SJ WODAK,C MARINO-BUSLJE",17519248788208275985,High
150,33139942,Mesophasic organization of GABA,Mesophasic organization of GABAA receptors in hippocampal inhibitory synapse,"YT LIU,CL TAO,X ZHANG,W XIA,DQ SHI,L QI,C XU,R SUN,XW LI,PM LAU,ZH ZHOU,GQ BI",5239750659866725640,Low
151,30849390,Liquid Active Zones for Controlling the Phases of Synaptic Transmission.,Liquid Active Zones for Controlling the Phases of Synaptic Transmission,"J EMPERADOR-MELERO,PS KAESER",4774857983928714648,High
152,34297914,RNA modulates physiological and neuropathological protein phase transitions.,RNA modulates physiological and neuropathological protein phase transitions,"JR MANN,CJ DONNELLY",6844737117931086763,High
153,33337489,Regulation of membrane NMDA receptors by dynamics and protein interactions.,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M PETIT-PEDROL,L GROC",16101211623254676737,High
154,,,Liquid–Liquid Phase Separation of Tau Protein Is Encoded at the Monomeric Level,,15991089117197274972,None
155,,,Kindlin2-mediated phase separation underlies integrin adhesion formation,,13391799327028679276,None
156,,,Modifying the m6A brain methylome by ALKBH5-mediated demethylation: a new contender for synaptic tagging,,16425858732194182001,None
157,34291921,Liquid-Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences.,Liquid–Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences,"Z FENG,B JIA,M ZHANG",16266895945347245657,High
158,33023247,"Quantitative Synaptic Biology: A Perspective on Techniques, Numbers and Expectations.","Quantitative synaptic biology: a perspective on techniques, numbers and expectations","S RESHETNIAK,R FERNÁNDEZ-BUSNADIEGO,M MÜLLER,SO RIZZOLI,C TETZLAFF",7259742247400672426,High
159,,,Gephyrin: a scaffold that builds a phase at the inhibitory postsynapses,,18131012245601038477,None
160,32750125,Divergent Evolution of a Protein-Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection.,Divergent Evolution of a Protein–Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection,"L LAURSEN,J ČALYŠEVA,TJ GIBSON,P JEMTH",11918702511576972000,High
161,33809541,Integration of Data from Liquid-Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers.,Integration of Data from Liquid–Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers,"N FARAHI,T LAZAR,SJ WODAK,P TOMPA,R PANCSA",12766559374044559238,High
162,33891898,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force.,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force,"Y WANG,C ZHANG,W YANG,S SHAO,X XU,Y SUN,P LI,L LIANG,C WU",16742916418257646273,High
163,34619090,Liquid-liquid phase separation: Orchestrating cell signaling through time and space.,Liquid-liquid phase separation: Orchestrating cell signaling through time and space,"Q SU,S MEHTA,J ZHANG",1343612436677463712,High
164,,,Phase Separation in Cell Polarity: Published as part of the Biochemistry virtual special issue “Protein Condensates”,,9546787611706239079,None
165,,,Cyclin-dependent Kinase 5 Regulates Cortical Neurotransmission and Neural Circuits Associated with Motor Control in the Secondary Motor Cortex in the …,,98238368372769776,None
166,32157575,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High
167,,,CaMKII activation triggers persistent formation and segregation of postsynaptic liquid phase,,6987625233604939244,None
168,34014519,Crystallographic Studies of PDZ Domain-Peptide Interactions of the Scribble Polarity Module.,Crystallographic Studies of PDZ Domain–Peptide Interactions of the Scribble Polarity Module,"JC MADDUMAGE,BZ STEWART,PO HUMBERT,M KVANSAKUL",2805058267177865341,High
169,33626355,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex.,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex,"L LIN,Y SHI,M WANG,C WANG,Q LU,J ZHU,R ZHANG",17046493715581826714,High
170,34033754,Membraneless condensates by Rapsn phase separation as a platform for neuromuscular junction formation.,Membraneless condensates by Rapsn phase separation as a platform for neuromuscular junction formation,"G XING,H JING,Z YU,P CHEN,H WANG,WC XIONG,L MEI",5078372405359541224,High
171,,,Construction of a liquid-liquid phase separation system from the gel-sol transition of elongated protein microgels in a crowding agent,,17142868504084180750,None
172,34637756,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding.,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding,"YH LIN,H WU,B JIA,M ZHANG,HS CHAN",12246916115372762934,High
173,34320361,Oligomerized liprin-α promotes phase separation of ELKS for compartmentalization of presynaptic active zone proteins.,Oligomerized liprin-α promotes phase separation of ELKS for compartmentalization of presynaptic active zone proteins,"M LIANG,G JIN,X XIE,W ZHANG,K LI,F NIU,C YU,Z WEI",16383001503011122437,High
174,28809097,Piconewton-Scale Analysis of Ras-BRaf Signal Transduction with Single-Molecule Force Spectroscopy.,Piconewton‐Scale Analysis of Ras‐BRaf Signal Transduction with Single‐Molecule Force Spectroscopy,"CS LIM,C WEN,Y SHENG,G WANG,Z ZHOU,S WANG,H ZHANG,A YE,JJ ZHU",130985485745381380,High
175,,,Physiochemical mechanisms of biomolecular liquid-liquid phase separation,,15850206496366471599,None
176,34141141,Physics of compartmentalization: How phase separation and signaling shape membrane and organelle identity.,Physics of compartmentalization: How phase separation and signaling shape membrane and organelle identity,"E FLORIS,A PIRAS,L DALL'ASTA,A GAMBA,E HIRSCH,CC CAMPA",5937553641189980965,High
177,34089731,Trans-synaptic LGI1-ADAM22-MAGUK in AMPA and NMDA receptor regulation.,Trans-synaptic LGI1–ADAM22–MAGUK in AMPA and NMDA receptor regulation,"Y FUKATA,Y HIRANO,Y MIYAZAKI,N YOKOI,M FUKATA",11448214557088314294,High
178,,,Biophysical underpinnings regarding the formation and the regulation of biomolecular condensates,,6135939507792653845,None
179,,,Exploring the Role of the PDZ Domain in a Supramodule,,6V2-Bfs4yFsJ,None
180,,,RNA and liquid-liquid phase separation,,803263479999502005,None
181,,,Coupling Bulk Phase Separation of Disordered Proteins to Membrane Domain Formation in Molecular Simulations on a Bespoke Compute Fabric,,6071351205925508582,None
182,33308442,"Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability.","Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability","F MEILI,WJ WEI,WC SIN,WM MEYERS,I DASCALU,DB CALLAGHAN,S ROGIC,P PAVLIDIS,K HAAS",11830972667084048708,High
183,33497737,Treadmill exercise enhances synaptic plasticity in the ischemic penumbra of MCAO mice by inducing the expression of Camk2a via CYFIP1 upregulation.,Treadmill exercise enhances synaptic plasticity in the ischemic penumbra of MCAO mice by inducing the expression of Camk2a via CYFIP1 upregulation,"W SHEN,L JIN,A ZHU,Y LIN,G PAN,S ZHOU,J CHENG,J ZHANG,F TU,C LIU,Q XIE,X CHEN",760220572136609961,High
184,33765580,Protein phase separation and its role in chromatin organization and diseases.,Protein phase separation and its role in chromatin organization and diseases,"J LI,Y ZHANG,X CHEN,L MA,P LI,H YU",15773406934322848947,High
185,,,Multiple polyvalency provided by intrinsically disordered segments is a key feature of postsynaptic scaffold proteins,,1718776192355025701,None
